,订单号,应付金额,实际金额,商品,支付时间,地点,状态,提现
62180,DD201708167493817294462014466,3.0,3.0,250ml维他原味豆奶,2017-12-06 21:50:00,A,已出货未退款,已提现
62181,DD201708167493817509004762337,1.5,1.5,劲仔小鱼,2017-12-06 21:53:00,A,已出货未退款,已提现
62184,DD201708167493817821112158001,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-12-06 22:03:00,A,已出货未退款,已提现
62186,DD2017060113494996BA2C0FB5756,5.0,5.0,拿铁咖啡（统一）,2017-12-06 22:15:00,A,已出货未退款,已提现
62188,DD201708167493818042823479015,4.5,4.5,12g劲仔小鱼麻辣味,2017-12-06 22:35:00,A,已出货未退款,已提现
62189,DD201708167493818119687130385,3.0,3.0,250ml维他奶巧克力味,2017-12-06 22:36:00,A,已出货未退款,已提现
62191,DD2017042802324918DCD2870B572,3.0,3.0,卫龙大面筋,2017-12-06 22:49:00,A,已出货未退款,已提现
62196,DD20170816749381815812781805,3.0,3.0,250ml维他原味豆奶,2017-12-06 23:02:00,A,已出货未退款,已提现
62213,DD2017081674930785852669875706,2.5,2.5,145ml旺仔牛奶盒装,2017-12-06 23:51:00,A,已出货未退款,已提现
62214,DD2017060615384576D71602C9DB1,3.0,3.0,统一冰红茶,2017-12-06 23:51:00,A,已出货未退款,已提现
62218,DD2017063021060488FF6C72F60A7,3.5,3.5,东鹏特饮,2017-12-07 00:05:00,A,已出货未退款,已提现
62227,DD201708167493819263072526393,5.5,5.5,205g伊利安慕希原味,2017-12-07 00:30:00,A,已出货未退款,已提现
62228,DD201708167493527323924201604,4.5,4.5,250ml燕塘红枣牛奶,2017-12-07 00:31:00,A,已出货未退款,已提现
62229,DD2017081601272533F36B434EBCC,4.0,4.0,营养快线,2017-12-07 00:31:00,A,已出货未退款,已提现
62230,DD201708167493819280038448028,6.5,6.5,70g乐事薯片原味,2017-12-07 00:48:00,A,已出货未退款,已提现
62234,DD2017081601361044465A6068449,1.5,1.5,鸭翅,2017-12-07 01:06:00,A,已出货未退款,已提现
62236,DD201706011449379263C9CB1A9BE,2.0,2.0,怡宝纯净水,2017-12-07 01:07:00,A,已出货未退款,已提现
62243,DD201708167493819666263881327,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-07 01:13:00,A,已出货未退款,已提现
62258,DD20170816749382032223493137,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-12-07 02:37:00,A,已出货未退款,已提现
62267,DD2017063017564544C2F26A281D5,4.0,4.0,阿萨姆奶茶,2017-12-07 06:29:00,A,已出货未退款,已提现
62268,DD201708167493821464039598956,2.0,2.0,85g新麦潮北海道吐司,2017-12-07 07:02:00,A,已出货未退款,已提现
62269,DD20170630175519297F0B2DE57E9,2.0,2.0,怡宝纯净水,2017-12-07 07:10:00,A,已出货未退款,已提现
62270,DD201708167493821718758895598,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 07:18:00,A,已出货未退款,已提现
62274,DD201708167493821877795773069,0.8,0.8,咪咪虾条马来西亚风味,2017-12-07 07:48:00,A,已出货未退款,已提现
62278,DD201708167493822078122176031,4.5,4.5,55g奥利奥原味芝士饼干,2017-12-07 08:06:00,A,已出货未退款,已提现
62280,DD2017060114533564A15EF68D490,10.0,10.0,口味王槟榔（绿）,2017-12-07 08:12:00,A,已出货未退款,已提现
62285,DD2017060114540114305508F24EB,2.0,2.0,怡宝纯净水,2017-12-07 08:47:00,A,已出货未退款,已提现
62287,DD201708167493822476987990753,5.5,5.5,103g康师傅红烧牛肉面,2017-12-07 08:48:00,A,已出货未退款,已提现
62288,DD2017063017430068FD19481881A,2.0,2.0,怡宝纯净水,2017-12-07 08:52:00,A,已出货未退款,已提现
62290,DD201708167493352958094565675,1.6,1.6,20g咪咪虾条马来西亚风味,2017-12-07 08:58:00,A,已出货未退款,已提现
62297,DD201708167493823341592470176,6.5,6.5,430g泰奇八宝粥,2017-12-07 09:39:00,A,已出货未退款,已提现
62305,DD201708167493823711473619593,3.0,3.0,250ml维他奶巧克力味,2017-12-07 10:22:00,A,已出货未退款,已提现
62307,DD201708167493823821178640516,12.5,12.5,100g*5瓶益力多,2017-12-07 10:30:00,A,已出货未退款,已提现
62310,DD201708167493824273245213509,4.0,4.0,55g奥利奥原味芝士饼干,2017-12-07 10:39:00,A,已出货未退款,已提现
62321,DD201708167493664726117508315,1.6,1.6,2g韩国海牌海苔,2017-12-07 11:02:00,A,已出货未退款,已提现
62323,DD2017060614082029D238E596714,3.5,3.5,雪碧最新款,2017-12-07 11:03:00,A,已出货未退款,已提现
62325,DD20170630144610838BC72FA862B,2.0,2.0,怡宝纯净水,2017-12-07 11:07:00,A,已出货未退款,已提现
62326,DD201708167493825214025835613,4.5,4.5,40g乐事美国经典原味,2017-12-07 11:10:00,A,已出货未退款,已提现
62329,DD201708167493825328401221238,4.5,4.5,600ml脉动青柠,2017-12-07 11:44:00,A,已出货未退款,已提现
62336,DD201708167493377153629301197,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-12-07 12:09:00,A,已出货未退款,已提现
62339,DD201708167493664401244468162,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 12:17:00,A,已出货未退款,已提现
62352,DD201708167493826672480567101,4.5,4.5,250ml燕塘甜牛奶,2017-12-07 12:57:00,A,已出货未退款,已提现
62354,DD20170816749382673373107462,3.6,3.6,32g卫龙亲嘴烧,2017-12-07 13:04:00,A,已出货未退款,已提现
62355,DD201708167493826752883486732,1.6,1.6,20g咪咪虾条马来西亚风味,2017-12-07 13:05:00,A,已出货未退款,已提现
62358,DD201708167493826811444806769,3.0,3.0,12g劲仔小鱼麻辣味,2017-12-07 13:40:00,A,已出货未退款,已提现
62366,DD201708167493827197343380346,2.8,2.8,旺仔牛奶,2017-12-07 14:43:00,A,已出货未退款,已提现
62368,DD201708167493827310434889255,2.5,2.5,250ml统一麦香奶茶,2017-12-07 14:51:00,A,已出货未退款,已提现
62371,DD201708167493827507902419434,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 15:12:00,A,已出货未退款,已提现
62372,DD201708167493827559440734685,5.5,5.5,55g奥利奥迷你杯夹心小饼干杯装原味,2017-12-07 15:13:00,A,已出货未退款,已提现
62376,DD2017060115002361D48C3FD2B29,2.0,2.0,怡宝纯净水,2017-12-07 15:33:00,A,已出货未退款,已提现
62383,DD201708167493828197821225843,4.5,4.5,65g卫龙亲嘴豆皮,2017-12-07 15:44:00,A,已出货未退款,已提现
62390,DD201708167493596610498204354,5.0,5.0,48g好丽友薯愿香烤原味,2017-12-07 16:05:00,A,已出货未退款,已提现
62396,DD201708167493828674914581162,0.8,0.8,20g咪咪虾条马来西亚风味,2017-12-07 16:18:00,A,已出货未退款,已提现
62397,DD201708167493828744193864685,5.0,5.0,30g无穷农场盐_鸡蛋,2017-12-07 16:22:00,A,已出货未退款,已提现
62398,DD2017081674933529294959144,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-12-07 16:23:00,A,已出货未退款,已提现
62402,DD201708167493828975356335208,6.5,6.5,70g乐事薯片（原味）,2017-12-07 16:31:00,A,已出货未退款,已提现
62413,DD201708167493829286033290391,4.5,4.5,40g乐事美国经典原味,2017-12-07 17:00:00,A,已出货未退款,已提现
62414,DD20170816749382935229908256,4.5,4.5,68g好丽友蛋黄派2枚,2017-12-07 17:02:00,A,已出货未退款,已提现
62419,DD2017081674938296729076241,3.2,3.2,2g韩国海牌海苔,2017-12-07 17:29:00,A,已出货未退款,已提现
62420,DD201708167493829707869639455,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017-12-07 17:34:00,A,已出货未退款,已提现
62421,DD201708167493829778739913954,6.0,6.0,370g泰奇八宝粥,2017-12-07 17:35:00,A,已出货未退款,已提现
62431,DD201708167493830137623914816,4.0,4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017-12-07 17:44:00,A,已出货未退款,已提现
62448,DD20170816749383114004243064,6.0,6.0,370g泰奇八宝粥,2017-12-07 18:20:00,A,已出货未退款,已提现
62458,DD201708167493831374113760397,22.0,22.0,205g伊利安慕希原味,2017-12-07 18:37:00,A,已出货未退款,已提现
62459,DD201708167493831810265658833,4.5,4.5,78g卫龙亲嘴语辣条,2017-12-07 18:38:00,A,已出货未退款,已提现
62460,DD201708167493831999732067407,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-07 18:39:00,A,已出货未退款,已提现
62462,DD201708167493832158747691188,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-12-07 18:41:00,A,已出货未退款,已提现
62469,DD201708167493377129128195358,4.5,4.5,55g奥利奥原味夹心饼干,2017-12-07 18:56:00,A,已出货未退款,已提现
62475,DD201708167493832576880815418,4.5,4.5,250ml燕塘甜牛奶,2017-12-07 19:20:00,A,已出货未退款,已提现
62480,DD20170816749383261429947467,4.0,4.0,85g新麦潮北海道吐司,2017-12-07 19:45:00,A,已出货未退款,已提现
62482,DD201708167493832796871456019,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 19:47:00,A,已出货未退款,已提现
62489,DD201708167493833286767935259,3.0,3.0,58g丽芝士纳宝帝奶酪威化饼干,2017-12-07 20:01:00,A,已出货未退款,已提现
62491,DD201708167493833457055261116,3.0,3.0,40g双汇玉米热狗肠,2017-12-07 20:04:00,A,已出货未退款,已提现
62494,DD201708167493528350052664235,4.5,4.5,78g卫龙亲嘴语辣条,2017-12-07 20:06:00,A,已出货未退款,已提现
62495,DD201708161046013902A2536FC04,2.5,2.5,雪碧最新款,2017-12-07 20:06:00,A,已出货未退款,已提现
62503,DD20170816111133707C72E68FD43,4.0,4.0,营养快线,2017-12-07 20:12:00,A,已出货未退款,已提现
62505,DD201708161115597785F6C428501,4.0,4.0,阿萨姆奶茶,2017-12-07 20:13:00,A,已出货未退款,已提现
62507,DD20170816749383401604812233,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 20:17:00,A,已出货未退款,已提现
62514,DD201708167493597023833359374,5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017-12-07 20:24:00,A,已出货未退款,已提现
62523,DD201708167493834336667904546,3.0,3.0,250ml维他柠檬茶,2017-12-07 20:36:00,A,已出货未退款,已提现
62524,DD2017042317512256EC23C8F05B8,6.0,6.0,红牛,2017-12-07 20:37:00,A,已出货未退款,已提现
62529,DD201708167493834363763483397,3.0,3.0,250ml维他奶巧克力味,2017-12-07 20:38:00,A,已出货未退款,已提现
62535,DD201708167493834461754394758,1.5,1.5,40g双汇玉米热狗肠,2017-12-07 20:54:00,A,已出货未退款,已提现
62536,DD201708167493834476560548475,4.5,4.5,55g奥利奥原味芝士饼干,2017-12-07 20:55:00,A,已出货未退款,已提现
62548,DD201708167493834626867920124,1.5,1.5,卫龙亲嘴烧红烧牛肉味,2017-12-07 21:06:00,A,已出货未退款,已提现
62549,DD201708161328134609F8360051C,3.5,3.5,东鹏特饮,2017-12-07 21:09:00,A,已出货未退款,已提现
62553,DD201708167493834641242344546,4.0,4.0,20g咪咪虾条马来西亚风味,2017-12-07 21:11:00,A,已出货未退款,已提现
62559,DD2017060117515222512A100619F,4.0,4.0,脉动,2017-12-07 21:18:00,A,已出货未退款,已提现
62573,DD201708167493834859487324708,18.0,18.0,260g马来西亚进口茱蒂丝口口香饼干,2017-12-07 21:33:00,A,已出货未退款,已提现
62581,DD20170601180504317BEBDEA1565,3.5,3.5,雪碧最新款,2017-12-07 21:50:00,A,已出货未退款,已提现
62586,DD201708167493835519017368038,6.5,6.5,91g徐福记凤梨酥,2017-12-07 21:58:00,A,已出货未退款,已提现
62587,DD201708167493835559954146186,6.0,6.0,160g盼盼手撕面包,2017-12-07 21:59:00,A,已出货未退款,已提现
62593,DD201704231748371840AA841E92A,3.5,3.5,东鹏特饮,2017-12-07 22:33:00,A,已出货未退款,已提现
62605,DD201708167493662363894424045,3.0,3.0,70g乖媳妇野山泡椒凤爪,2017-12-07 22:46:00,A,已出货未退款,已提现
62617,DD201708167493836711568135749,4.5,4.5,40g乐事美国经典原味,2017-12-07 23:54:00,A,已出货未退款,已提现
62621,DD2017063006061369EDFDC15DA0D,10.0,10.0,口味王槟榔（红）,2017-12-08 00:26:00,A,已出货未退款,已提现
62625,DD2017060118401857D469C6FC4FF,1.0,1.0,咪咪,2017-12-08 01:48:00,A,已出货未退款,已提现
62628,DD201708167493837406330543468,2.5,2.5,145ml旺仔牛奶盒装,2017-12-08 02:34:00,A,已出货未退款,已提现
62632,DD20170601184337476934D57B61F,1.5,1.5,鸭翅,2017-12-08 03:06:00,A,已出货未退款,已提现
62634,DD201708167493837545455458281,4.5,4.5,40g呀土豆番茄酱味,2017-12-08 03:07:00,A,已出货未退款,已提现
62650,DD2017060613484986AE6887C46DB,3.5,3.5,冰糖雪梨,2017-12-08 04:26:00,A,已出货未退款,已提现
62653,DD20170606133949308D57E6EBA7E,3.5,3.5,冰糖雪梨,2017-12-08 04:34:00,A,已出货未退款,已提现
62655,DD20170606133920357F113712B96,3.5,3.5,雪碧最新款,2017-12-08 04:36:00,A,已出货未退款,已提现
62658,DD20170630001216836442EE9BDBF,10.0,10.0,口味王槟榔（红）,2017-12-08 04:38:00,A,已出货未退款,已提现
62664,DD2017062923185115E6D87879F0E,2.0,2.0,鸭翅,2017-12-08 07:14:00,A,已出货未退款,已提现
62669,DD201708167493661132152945918,10.0,10.0,225g味之不规则饼干芝士味,2017-12-08 07:31:00,A,已出货未退款,已提现
62683,DD20170816749383867317717019,2.0,2.0,双汇玉米热狗肠,2017-12-08 08:28:00,A,已出货未退款,已提现
62695,DD2017062920545061157E2C7AC3C,4.0,4.0,阿萨姆奶茶,2017-12-08 09:18:00,A,已出货未退款,已提现
62696,DD2017042317405959D16B04DD17E,1.0,1.0,好吃点小饼干,2017-12-08 09:24:00,A,已出货未退款,已提现
62699,DD201708167493838904737527229,4.5,4.5,78g卫龙亲嘴语辣条,2017-12-08 09:33:00,A,已出货未退款,已提现
62706,DD201708167493660613354267816,4.0,4.0,85g新麦潮北海道吐司,2017-12-08 09:54:00,A,已出货未退款,已提现
62708,DD20170629204125291E33ABCD83D,4.0,4.0,银鹭八宝粥,2017-12-08 09:58:00,A,已出货未退款,已提现
62714,DD201708167493839139936855584,1.8,1.8,600ml雪碧,2017-12-08 10:01:00,A,已出货未退款,已提现
62720,DD201706291945511290ED6DA00ED,2.0,2.0,怡宝纯净水,2017-12-08 10:11:00,A,已出货未退款,已提现
62722,DD20170629193226301E0E6FA728C,2.0,2.0,鸭翅,2017-12-08 10:19:00,A,已出货未退款,已提现
62723,DD201708167493839529899790338,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-08 10:38:00,A,已出货未退款,已提现
62725,DD201708167493839573411436355,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-12-08 10:43:00,A,已出货未退款,已提现
62737,DD201708167493840098604162955,5.0,5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017-12-08 11:07:00,A,已出货未退款,已提现
62759,DD201708167493840676870006309,3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017-12-08 13:28:00,A,已出货未退款,已提现
62765,DD20170816749384070336359882,4.5,4.5,250ml燕塘原味酸奶,2017-12-08 13:38:00,A,已出货未退款,已提现
62766,DD201708167493840713380962917,4.5,4.5,50g上好佳田园薯片番茄味,2017-12-08 13:39:00,A,已出货未退款,已提现
62768,DD201708167493840787202666632,4.5,4.5,500ml加多宝,2017-12-08 13:45:00,A,已出货未退款,已提现
62779,DD2017062915202021311FE845F7B,3.0,3.0,熊字饼,2017-12-08 15:35:00,A,已出货未退款,已提现
62781,DD201708167493841387078823205,2.0,2.0,30g无穷农场盐_鸡蛋,2017-12-08 15:46:00,A,已出货未退款,已提现
62784,DD201708167493841634845712843,3.0,3.0,12g劲仔小鱼麻辣味,2017-12-08 15:54:00,A,已出货未退款,已提现
62785,DD201708161700221501127A524CC,2.5,2.5,伊利纯牛奶,2017-12-08 15:55:00,A,已出货未退款,已提现
62789,DD20170816171348766A41383D958,3.0,3.0,卫龙大面筋,2017-12-08 16:08:00,A,已出货未退款,已提现
62795,DD201708167493350482309002627,2.5,2.5,无穷农场盐_鸡蛋,2017-12-08 16:21:00,A,已出货未退款,已提现
62797,DD201706291501317905D37A1D063,3.5,3.5,东鹏特饮,2017-12-08 16:25:00,A,已出货未退款,已提现
62802,DD201708167493841745051068585,2.5,2.5,145ml旺仔牛奶盒装,2017-12-08 16:43:00,A,已出货未退款,已提现
62803,DD20170816749384178517559062,3.0,3.0,250ml维他柠檬茶,2017-12-08 16:44:00,A,已出货未退款,已提现
62804,DD20170429022143876453BA39130,3.0,3.0,雪碧（500ml）,2017-12-08 16:45:00,A,已出货未退款,已提现
62809,DD201708167493842049093557311,8.0,8.0,160g盼盼手撕面包,2017-12-08 17:24:00,A,已出货未退款,已提现
62810,DD2017081617263179AA0AF5BAD65,2.0,2.0,怡宝纯净水,2017-12-08 17:25:00,A,已出货未退款,已提现
62812,DD201708167493349029343003743,4.5,4.5,40g呀土豆番茄酱味,2017-12-08 17:27:00,A,已出货未退款,已提现
62823,DD2017081617393121C05B462637C,3.0,3.0,熊字饼,2017-12-08 17:37:00,A,已出货未退款,已提现
62828,DD201708167493529196716392591,3.5,3.5,34g公仔迷你杯风味排骨味,2017-12-08 17:48:00,A,已出货未退款,已提现
62829,DD20170816173943535D713644E23,2.0,2.0,怡宝纯净水,2017-12-08 17:48:00,A,已出货未退款,已提现
62831,DD20170816749384289809599748,4.0,4.0,55g奥利奥原味芝士饼干,2017-12-08 17:50:00,A,已出货未退款,已提现
62843,DD201708167493843286723460998,4.0,4.0,上好佳田园薯片,2017-12-08 18:03:00,A,已出货未退款,已提现
62844,DD201708167493843353097671789,3.5,3.5,85g新麦潮手撕面包（提子味）,2017-12-08 18:04:00,A,已出货未退款,已提现
62847,DD20170816749384338807284181,5.0,5.0,500ml统一阿萨姆奶茶,2017-12-08 18:11:00,A,已出货未退款,已提现
62848,DD20170423130912612783129E18D,4.5,4.5,脉动,2017-12-08 18:18:00,A,已出货未退款,已提现
62851,DD2017081617564143F6BA0195B59,3.0,3.0,卫龙大面筋,2017-12-08 18:23:00,A,已出货未退款,已提现
62855,DD2017081617564627FAB82A5D09C,2.5,2.5,伊利优酸乳,2017-12-08 18:36:00,A,已出货未退款,已提现
62859,DD201708167493843506570601054,3.0,3.0,250ml维他柠檬茶,2017-12-08 18:41:00,A,已出货未退款,已提现
62862,DD2017081618310348336301175C0,1.0,1.0,香豆干,2017-12-08 18:45:00,A,已出货未退款,已提现
62864,DD20170816749384369713472973,9.0,9.0,250ml维他原味豆奶,2017-12-08 18:46:00,A,已出货未退款,已提现
62865,DD20170816183532163B5A045CAF2,1.0,1.0,香豆干,2017-12-08 18:47:00,A,已出货未退款,已提现
62871,DD201708167493317038052400597,7.0,7.0,优益C活菌型乳酸菌饮品,2017-12-08 18:56:00,A,已出货未退款,已提现
62883,DD201708167493844727914676474,7.0,7.0,泰奇八宝粥,2017-12-08 19:24:00,A,已出货未退款,已提现
62884,DD201708167493844732728281999,2.5,2.5,145ml旺仔牛奶盒装,2017-12-08 19:26:00,A,已出货未退款,已提现
62892,DD201708167493844753065863755,2.5,2.5,无穷农场盐_鸡蛋,2017-12-08 19:40:00,A,已出货未退款,已提现
62911,DD20170601202605497E4CB0D08E2,4.0,4.0,阿萨姆奶茶,2017-12-08 19:50:00,A,已出货未退款,已提现
62914,DD201708167493845079191982286,3.0,3.0,250ml维他原味豆奶,2017-12-08 19:52:00,A,已出货未退款,已提现
62915,DD20170601203030966A40016AE9E,3.0,3.0,果粒橙,2017-12-08 19:53:00,A,已出货未退款,已提现
62917,DD201708167493845159786781356,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017-12-08 19:54:00,A,已出货未退款,已提现
62918,DD2017060120304047F283809C6D1,4.0,4.0,阿萨姆奶茶,2017-12-08 19:57:00,A,已出货未退款,已提现
62927,DD201708167493845419111808382,1.5,1.5,劲仔小鱼,2017-12-08 20:04:00,A,已出货未退款,已提现
62960,DD201708167493847736953435133,4.0,4.0,日式鱼果,2017-12-08 20:34:00,A,已出货未退款,已提现
62961,DD201708167493847894355614083,4.5,4.5,250ml燕塘甜牛奶,2017-12-08 20:35:00,A,已出货未退款,已提现
62962,DD201708167493847952472622426,12.0,12.0,78g合味道杯面香菇炖鸡风味,2017-12-08 20:36:00,A,已出货未退款,已提现
62963,DD2017060121340292294DF3C3199,6.0,6.0,红牛,2017-12-08 20:37:00,A,已出货未退款,已提现
62965,DD201708167493848049863433193,3.0,3.0,250ml维他奶巧克力味,2017-12-08 20:38:00,A,已出货未退款,已提现
62966,DD2017081623395862F478EB76898,3.0,3.0,果粒橙,2017-12-08 20:42:00,A,已出货未退款,已提现
62971,DD2017081700062411D844CC6B9E1,3.5,3.5,东鹏特饮,2017-12-08 20:49:00,A,已出货未退款,已提现
62988,DD201708167493849176132598446,4.5,4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017-12-08 21:06:00,A,已出货未退款,已提现
62994,DD201708170151258400A0E4ED4A6,4.0,4.0,脉动,2017-12-08 21:11:00,A,已出货未退款,已提现
62996,DD201708167493849371130962073,1.5,1.5,40g双汇玉米热狗肠,2017-12-08 21:12:00,A,已出货未退款,已提现
62998,DD2017060123411318AB86F0A4061,3.0,3.0,果粒橙,2017-12-08 21:16:00,A,已出货未退款,已提现
63008,DD2017060202160349BABAE52E6AE,3.5,3.5,雪碧最新款,2017-12-08 21:22:00,A,已出货未退款,已提现
63011,DD2017060202191423E3F78783870,25.0,25.0,芙蓉王,2017-12-08 21:24:00,A,已出货未退款,已提现
63013,DD2017060204034662C52A1526B11,3.0,3.0,维他奶,2017-12-08 21:25:00,A,已出货未退款,已提现
63020,DD201708167493849701917596575,5.5,5.5,205g伊利安慕希原味,2017-12-08 21:31:00,A,已出货未退款,已提现
63022,DD201708167493849830250050962,6.0,6.0,13g无穷烤鸡小腿蜂蜜味,2017-12-08 21:34:00,A,已出货未退款,已提现
63023,DD2017042817112656B179F6E03BF,3.5,3.5,东鹏特饮,2017-12-08 21:41:00,A,已出货未退款,已提现
63026,DD201708167493849951495757368,11.8,11.8,37.5g费列罗榛果威化巧克力3颗,2017-12-08 21:43:00,A,已出货未退款,已提现
63039,DD201708167493530480358040395,6.0,6.0,58g丽芝士纳宝帝奶酪威化饼干,2017-12-08 21:57:00,A,已出货未退款,已提现
63040,DD2017060207533718E36B14FC341,10.0,10.0,湘潭铺子(羽泉版),2017-12-08 21:57:00,A,已出货未退款,已提现
63046,DD201708167493851338460364315,7.5,7.5,30g无穷农场盐_鸡蛋,2017-12-08 22:46:00,A,已出货未退款,已提现
63048,DD20170816749385170009228421,1.8,1.8,32g卫龙亲嘴烧,2017-12-08 22:48:00,A,已出货未退款,已提现
63064,DD201708167493852991992130677,10.0,10.0,30g无穷农场盐_鸡蛋,2017-12-08 23:33:00,A,已出货未退款,已提现
63069,DD201708167493656299316691077,5.0,5.0,110g顺宝九制话梅,2017-12-09 00:05:00,A,已出货未退款,已提现
63076,DD2017062908345539BAD617CE35B,3.5,3.5,东鹏特饮,2017-12-09 00:17:00,A,已出货未退款,已提现
63089,DD201708167493855004364583107,5.0,5.0,85g统一老坛酸菜牛肉面,2017-12-09 03:09:00,A,已出货未退款,已提现
63090,DD201706020943288314DFC7725A9,2.0,2.0,怡宝纯净水,2017-12-09 03:10:00,A,已出货未退款,已提现
63093,DD201708167493855186977627234,7.0,7.0,130g果王玉带蚕豆,2017-12-09 03:11:00,A,已出货未退款,已提现
63094,DD201708167493855214369506435,6.5,6.5,91g徐福记凤梨酥,2017-12-09 03:23:00,A,已出货未退款,已提现
63100,DD2017062903441317B629D1BBAC5,2.0,2.0,雪力矿泉水,2017-12-09 04:41:00,A,已出货未退款,已提现
63105,DD2017060211105471FE387FCF601,4.0,4.0,银鹭八宝粥,2017-12-09 05:07:00,A,已出货未退款,已提现
63109,DD201708167493856826604924799,4.5,4.5,40g呀土豆薯片滋香烤鸡味,2017-12-09 07:21:00,A,已出货未退款,已提现
63115,DD201708167493857079908362477,0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017-12-09 07:39:00,A,已出货未退款,已提现
63132,DD201708167493857982085904791,6.0,6.0,145ml旺仔牛奶盒装,2017-12-09 08:19:00,A,已出货未退款,已提现
63136,DD20170628212057269CD307A2191,3.0,3.0,统一冰红茶,2017-12-09 08:41:00,A,已出货未退款,已提现
63139,DD201708167493858911880312755,1.5,1.5,45g双汇泡面拍挡,2017-12-09 08:56:00,A,已出货未退款,已提现
63155,DD2017060211544916F06F165E98F,4.5,4.5,脉动,2017-12-09 09:46:00,A,已出货未退款,已提现
63158,DD20170628200916841658B1F721A,3.5,3.5,东鹏特饮,2017-12-09 10:01:00,A,已出货未退款,已提现
63166,DD201708167493861301626169647,1.5,1.5,40g双汇玉米热狗肠,2017-12-09 10:45:00,A,已出货未退款,已提现
63170,DD201708167493861591410209679,0.8,0.8,咪咪虾条马来西亚风味,2017-12-09 11:20:00,A,已出货未退款,已提现
63173,DD201708167493861820741241097,2.5,2.5,30g无穷农场盐_鸡蛋,2017-12-09 11:27:00,A,已出货未退款,已提现
63175,DD201708167493862082682010972,6.0,6.0,330ml伊利畅意乳酸菌原味,2017-12-09 11:59:00,A,已出货未退款,已提现
63176,DD2017060212065412108806C653F,3.0,3.0,雪碧最新款,2017-12-09 12:00:00,A,已出货未退款,已提现
63178,DD20170602121626566EC5F23914D,3.0,3.0,百事可乐500ml,2017-12-09 12:02:00,A,已出货未退款,已提现
63190,DD201708167493316838040359801,1.8,1.8,32g卫龙亲嘴烧,2017-12-09 12:10:00,A,已出货未退款,已提现
63191,DD2017060212233817722B4266329,1.0,1.0,咪咪,2017-12-09 12:11:00,A,已出货未退款,已提现
63193,DD201708167493862504608994459,6.5,6.5,70g乐事薯片黄瓜味,2017-12-09 12:14:00,A,已出货未退款,已提现
63194,DD20170602123400858F900A663D7,2.0,2.0,鸭翅,2017-12-09 12:15:00,A,已出货未退款,已提现
63203,DD20170602130954917B1BFD733B9,3.0,3.0,伊利纯牛奶,2017-12-09 12:20:00,A,已出货未退款,已提现
63209,DD201708167493862779728510539,3.5,3.5,500ml统一冰糖雪梨,2017-12-09 12:27:00,A,已出货未退款,已提现
63211,DD201708167493316787214497614,1.5,1.5,12g劲仔小鱼卤香味,2017-12-09 12:34:00,A,已出货未退款,已提现
63217,DD201708167493863381941294155,1.5,1.5,45g双汇泡面拍挡,2017-12-09 13:09:00,A,已出货未退款,已提现
63222,DD201708167493863896339166212,8.0,8.0,80g四洲粟一烧烧烤味,2017-12-09 13:22:00,A,已出货未退款,已提现
63223,DD201708167493863937729399768,1.6,1.6,20g咪咪虾条马来西亚风味,2017-12-09 13:26:00,A,已出货未退款,已提现
63239,DD201708167493865677702132869,6.0,6.0,多芙利香草奶油味蛋糕,2017-12-09 14:12:00,A,已出货未退款,已提现
63248,DD2017060215040523413D4C55675,3.5,3.5,东鹏特饮,2017-12-09 14:48:00,A,已出货未退款,已提现
63262,DD201708167493866156418126801,25.0,25.0,100g*5瓶益力多,2017-12-09 15:03:00,A,已出货未退款,已提现
63263,DD201708167493866296889348783,4.5,4.5,250ml燕塘甜牛奶,2017-12-09 15:13:00,A,已出货未退款,已提现
63264,DD201708167493866401724248123,6.0,6.0,86g合味道海鲜风味,2017-12-09 15:14:00,A,已出货未退款,已提现
63272,DD20170602162559680B71DCEB34D,3.5,3.5,东鹏特饮,2017-12-09 15:30:00,A,已出货未退款,已提现
63279,DD201708167493867147861708158,4.5,4.5,68g好丽友蛋黄派2枚,2017-12-09 15:39:00,A,已出货未退款,已提现
63285,DD201708167493867958974380767,1.8,1.8,32g卫龙亲嘴烧,2017-12-09 16:01:00,A,已出货未退款,已提现
